band_a,city_a,band_b,city_b,shared_members,shared_member_count,shared_labels,shared_label_count,connection_count,same_city
Saxon,Sheffield,Steve Harley & Cockney Rebel,London,,0,EMI,1,1,False
Saxon,Sheffield,The Vamps,London,,0,EMI,1,1,False
Seafret,Hull,Suede,London,,0,Columbia Records,1,1,False
Seafret,Hull,Ten Years After,Nottingham,,0,Columbia Records,1,1,False
Seafret,Hull,The Animals,Newcastle,,0,Columbia Records,1,1,False
Seafret,Hull,The Clash,London,,0,Columbia Records,1,1,False
Seafret,Hull,The Dave Clark Five,London,,0,Columbia Records,1,1,False
Seafret,Hull,The Orb,London,,0,Columbia Records,1,1,False
Seafret,Hull,The Outfield,Manchester,,0,Columbia Records,1,1,False
Seafret,Hull,The Psychedelic Furs,London,,0,Columbia Records,1,1,False
Seafret,Hull,The Rolling Stones,London,,0,Columbia Records,1,1,False
Seafret,Hull,The Ting Tings,Manchester,,0,Columbia Records,1,1,False
Seafret,Hull,The Vaccines,London,,0,Columbia Records,1,1,False
Seafret,Hull,The Yardbirds,London,,0,Columbia Records,1,1,False
Seafret,Hull,The Zombies,London,,0,Columbia Records,1,1,False
Seafret,Hull,Wham!,London,,0,Columbia Records,1,1,False
Seafret,Hull,lostprophets,Cardiff,,0,Columbia Records,1,1,False
Sex Pistols,London,Siouxsie and the Banshees,London,Sid Vicious,1,,0,1,True
Sex Pistols,London,Squeeze,London,,0,A&M Records,1,1,True
Sex Pistols,London,Stealers Wheel,Glasgow,,0,A&M Records,1,1,False
Sex Pistols,London,Supergrass,Oxford,,0,EMI,1,1,False
Sex Pistols,London,Supertramp,London,,0,A&M Records,1,1,True
Sex Pistols,London,Talk Talk,London,,0,EMI,1,1,True
Sex Pistols,London,Terrorvision,Leeds,,0,EMI,1,1,False
Sex Pistols,London,The Blue Nile,Glasgow,,0,Warner Bros. Records,1,1,False
Sex Pistols,London,The Dream Academy,London,,0,Warner Bros. Records,1,1,True
Sex Pistols,London,The Escape Club,London,,0,EMI,1,1,True
Sex Pistols,London,The Kinks,London,,0,Universal Music Group,1,1,True
Sex Pistols,London,The Lightning Seeds,Liverpool,,0,Virgin Records,1,1,False
Sex Pistols,London,The Magic Numbers,London,,0,EMI,1,1,True
Sex Pistols,London,The Moody Blues,Birmingham,,0,Universal Music Group,1,1,False
Sex Pistols,London,The Ordinary Boys,Worthing,,0,Universal Music Group,1,1,False
Sex Pistols,London,The Overtones,London,,0,Warner Bros. Records,1,1,True
Sex Pistols,London,The Police,London,,0,A&M Records,1,1,True
Sex Pistols,London,The Pretty Things,London,,0,Warner Bros. Records,1,1,True
Sex Pistols,London,The Quireboys,London,,0,EMI,1,1,True
Sex Pistols,London,The Rolling Stones,London,,0,Virgin Records,1,1,True
Sex Pistols,London,The Shapeshifters,London,,0,EMI,1,1,True
Sex Pistols,London,The Smiths,Manchester,,0,Warner Bros. Records,1,1,False
Sex Pistols,London,The Specials,Coventry,,0,Virgin Records,1,1,False
Sex Pistols,London,The Stranglers,Guildford,,0,EMI,1,1,False
Sex Pistols,London,The Verve,Manchester,,0,EMI,1,1,False
Sex Pistols,London,The Who,London,,0,Warner Bros. Records,1,1,True
Sex Pistols,London,Thompson Twins,Sheffield,,0,Warner Bros. Records,1,1,False
Sex Pistols,London,UB40,Birmingham,,0,A&M Records,1,1,False
Sex Pistols,London,Uriah Heep,London,,0,Warner Bros. Records,1,1,True
Sex Pistols,London,XTC,Swindon,,0,Virgin Records,1,1,False
Sex Pistols,London,You Me At Six,London,,0,Virgin Records,1,1,True
Shakespears Sister,London,Sugababes,London,,0,London Records,1,1,True
Shakespears Sister,London,The Kinks,London,,0,London Records,1,1,True
Shakespears Sister,London,The Moody Blues,Birmingham,,0,London Records,1,1,False
Shakespears Sister,London,The Rolling Stones,London,,0,London Records,1,1,True
Shed Seven,York,Siouxsie and the Banshees,London,,0,Polydor Records,1,1,False
Shed Seven,York,Slade,Birmingham,,0,Polydor Records,1,1,False
Shed Seven,York,Talk Talk,London,,0,Polydor Records,1,1,False
Shed Seven,York,The 1975,Manchester,,0,Polydor Records,1,1,False
Shed Seven,York,The Beatles,Liverpool,,0,Polydor Records,1,1,False
Shed Seven,York,The Cure,Crawley,,0,Polydor Records,1,1,False
Shed Seven,York,The Jam,London,,0,Polydor Records,1,1,False
Shed Seven,York,The Moody Blues,Birmingham,,0,Polydor Records,1,1,False
Shed Seven,York,The Rolling Stones,London,,0,Polydor Records,1,1,False
Shed Seven,York,The Saturdays,London,,0,Polydor Records,1,1,False
Shed Seven,York,The Style Council,London,,0,Polydor Records,1,1,False
Shed Seven,York,The Sweet,London,,0,Polydor Records,1,1,False
Shed Seven,York,The Who,London,,0,Polydor Records,1,1,False
Shed Seven,York,The Wonder Stuff,Birmingham,,0,Polydor Records,1,1,False
Sigma,Leeds,Ultrabeat,Liverpool,,0,Xploded Music,1,1,False
Simian Mobile Disco,London,The Cribs,Leeds,,0,Wichita Recordings,1,1,False
Simian Mobile Disco,London,The Whip,Manchester,,0,Kitsuné,1,1,False
Simian Mobile Disco,London,Two Door Cinema Club,Belfast,,0,Kitsuné,1,1,False
Simple Minds,Glasgow,Simply Red,Manchester,Sarah Brown,1,,0,1,False
Simple Minds,Glasgow,Spandau Ballet,London,,0,Chrysalis Records,1,1,False
Simple Minds,Glasgow,Spice Girls,London,,0,Virgin Records,1,1,False
Simple Minds,Glasgow,Squeeze,London,,0,A&M Records,1,1,False
Simple Minds,Glasgow,Starsailor,Manchester,,0,Virgin Records,1,1,False
Simple Minds,Glasgow,Stealers Wheel,Glasgow,,0,A&M Records,1,1,True
Simple Minds,Glasgow,Steeleye Span,London,,0,Chrysalis Records,1,1,False
Simple Minds,Glasgow,Ten Years After,Nottingham,,0,Chrysalis Records,1,1,False
Simple Minds,Glasgow,The Colourfield,Coventry,,0,Chrysalis Records,1,1,False
Simple Minds,Glasgow,The Kooks,Brighton and Hove,,0,Virgin Records,1,1,False
Simple Minds,Glasgow,The Lightning Seeds,Liverpool,,0,Virgin Records,1,1,False
Simple Minds,Glasgow,The Police,London,,0,A&M Records,1,1,False
Simple Minds,Glasgow,The Rolling Stones,London,,0,Virgin Records,1,1,False
Simple Minds,Glasgow,UB40,Birmingham,,0,A&M Records,1,1,False
Simple Minds,Glasgow,UFO,London,,0,Chrysalis Records,1,1,False
Simple Minds,Glasgow,Uriah Heep,London,,0,Chrysalis Records,1,1,False
Simple Minds,Glasgow,World Party,London,,0,Chrysalis Records,1,1,False
Simple Minds,Glasgow,XTC,Swindon,,0,Virgin Records,1,1,False
Simple Minds,Glasgow,You Me At Six,London,,0,Virgin Records,1,1,False
Simply Red,Manchester,Stereolab,London,,0,Elektra,1,1,False
Simply Red,Manchester,The Cure,Crawley,,0,Elektra,1,1,False
Simply Red,Manchester,The Human League,Sheffield,,0,East West Records,1,1,False
Simply Red,Manchester,The Incredible String Band,Edinburgh,,0,Elektra,1,1,False
Simply Red,Manchester,The Stone Roses,Manchester,Aziz Ibrahim,1,,0,1,True
Simply Red,Manchester,Yes,London,,0,Elektra,1,1,False
Siouxsie and the Banshees,London,Slade,Birmingham,,0,Polydor Records,1,1,False
Siouxsie and the Banshees,London,Talk Talk,London,,0,Polydor Records,1,1,True
Siouxsie and the Banshees,London,The 1975,Manchester,,0,Polydor Records,1,1,False
Siouxsie and the Banshees,London,The Beatles,Liverpool,,0,Polydor Records,1,1,False
Siouxsie and the Banshees,London,The Jam,London,,0,Polydor Records,1,1,True
Siouxsie and the Banshees,London,The Moody Blues,Birmingham,,0,Polydor Records,1,1,False
Siouxsie and the Banshees,London,The Rolling Stones,London,,0,Polydor Records,1,1,True
Siouxsie and the Banshees,London,The Saturdays,London,,0,Polydor Records,1,1,True
Siouxsie and the Banshees,London,The Seahorses,York,,0,Geffen Records,1,1,False
Siouxsie and the Banshees,London,The Slits,London,Budgie,1,,0,1,True
Siouxsie and the Banshees,London,The Sweet,London,,0,Polydor Records,1,1,True
Siouxsie and the Banshees,London,The Wanted,London,,0,Geffen Records,1,1,True
Siouxsie and the Banshees,London,The Who,London,,0,Polydor Records,1,1,True
Siouxsie and the Banshees,London,The Wonder Stuff,Birmingham,,0,Polydor Records,1,1,False
Siouxsie and the Banshees,London,Tigertailz,Cardiff,,0,Sanctuary Records,1,1,False
Siouxsie and the Banshees,London,Venom,Newcastle,,0,Sanctuary Records,1,1,False
Siouxsie and the Banshees,London,Whitesnake,Middlesbrough,,0,Geffen Records,1,1,False
Siouxsie and the Banshees,London,XTC,Swindon,,0,Geffen Records,1,1,False
Skunk Anansie,London,Sky,London,,0,Epic Records,1,1,True
Skunk Anansie,London,Slade,Birmingham,,0,Epic Records,1,1,False
Skunk Anansie,London,Sneaker Pimps,Middlesbrough,,0,One Little Independent Records,1,1,False
Skunk Anansie,London,Spandau Ballet,London,,0,Epic Records,1,1,True
Skunk Anansie,London,Super Furry Animals,Cardiff,,0,Epic Records,1,1,False
Skunk Anansie,London,Tears For Fears,Bath and North East Somerset,,0,Epic Records,1,1,False
Skunk Anansie,London,The Dave Clark Five,London,,0,Epic Records,1,1,True
Skunk Anansie,London,The Hollies,Manchester,,0,Epic Records,1,1,False
Skunk Anansie,London,The Stranglers,Guildford,,0,Epic Records,1,1,False
Skunk Anansie,London,The Vibrators,London,,0,Epic Records,1,1,True
Skunk Anansie,London,Travis,Glasgow,,0,Epic Records,1,1,False
Skunk Anansie,London,UFO,London,Robbie France,1,,0,1,True
Skunk Anansie,London,Wham!,London,,0,Epic Records,1,1,True
Skunk Anansie,London,Wishbone Ash,Torbay,Robbie France,1,,0,1,False
Skunk Anansie,London,lostprophets,Cardiff,,0,Epic Records,1,1,False
Sky,London,Slade,Birmingham,,0,Epic Records,1,1,False
Sky,London,Spandau Ballet,London,,0,Epic Records,1,1,True
Sky,London,Super Furry Animals,Cardiff,,0,Epic Records,1,1,False
Sky,London,Swing Out Sister,Manchester,,0,Mercury Records,1,1,False
Sky,London,T. Rex,London,Herbie Flowers,1,,0,1,True
Sky,London,Texas,Glasgow,,0,Mercury Records,1,1,False
Sky,London,The Dave Clark Five,London,,0,Epic Records,1,1,True
Sky,London,The Hollies,Manchester,,0,Epic Records,1,1,False
Sky,London,The Stranglers,Guildford,,0,Epic Records,1,1,False
Sky,London,The Vamps,London,,0,Mercury Records,1,1,True
Sky,London,The Vibrators,London,,0,Epic Records,1,1,True
Sky,London,Travis,Glasgow,,0,Epic Records,1,1,False
Sky,London,Van Der Graaf Generator,Manchester,,0,Mercury Records,1,1,False
Sky,London,Wham!,London,,0,Epic Records,1,1,True
Sky,London,Yuck,London,,0,Mercury Records,1,1,True
Sky,London,lostprophets,Cardiff,,0,Epic Records,1,1,False
Slade,Birmingham,Spandau Ballet,London,,0,Epic Records,1,1,False
Slade,Birmingham,Super Furry Animals,Cardiff,,0,Epic Records,1,1,False
Slade,Birmingham,Talk Talk,London,,0,Polydor Records,1,1,False
Slade,Birmingham,The 1975,Manchester,,0,Polydor Records,1,1,False
Slade,Birmingham,The Beatles,Liverpool,,0,Polydor Records,1,1,False
Slade,Birmingham,The Cure,Crawley,,0,Polydor Records,1,1,False
Slade,Birmingham,The Dave Clark Five,London,,0,Epic Records,1,1,False
Slade,Birmingham,The Fall,Manchester,,0,Fontana Records,1,1,False
Slade,Birmingham,The Hollies,Manchester,,0,Epic Records,1,1,False
Slade,Birmingham,The Jam,London,,0,Polydor Records,1,1,False
Slade,Birmingham,The Moody Blues,Birmingham,,0,Polydor Records,1,1,True
Slade,Birmingham,The Pretty Things,London,,0,Fontana Records,1,1,False
Slade,Birmingham,The Rolling Stones,London,,0,Polydor Records,1,1,False
Slade,Birmingham,The Saturdays,London,,0,Polydor Records,1,1,False
Slade,Birmingham,The Spencer Davis Group,Birmingham,,0,Fontana Records,1,1,True
Slade,Birmingham,The Stranglers,Guildford,,0,Epic Records,1,1,False
Slade,Birmingham,The Style Council,London,,0,Polydor Records,1,1,False
Slade,Birmingham,The Sweet,London,,0,Polydor Records,1,1,False
Slade,Birmingham,The Troggs,Southampton,,0,Fontana Records,1,1,False
Slade,Birmingham,The Vibrators,London,,0,Epic Records,1,1,False
Slade,Birmingham,The Who,London,,0,Polydor Records,1,1,False
Slade,Birmingham,The Wonder Stuff,Birmingham,,0,Polydor Records,1,1,True
Slade,Birmingham,Travis,Glasgow,,0,Epic Records,1,1,False
Slade,Birmingham,Wham!,London,,0,Epic Records,1,1,False
Slade,Birmingham,lostprophets,Cardiff,,0,Epic Records,1,1,False
Slow Club,Sheffield,Teleman,London,,0,Moshi Moshi Records,1,1,False
Slowdive,Reading,Super Furry Animals,Cardiff,,0,Creation Records,1,1,False
Slowdive,Reading,Swervedriver,Oxford,,0,Creation Records,1,1,False
Slowdive,Reading,Teenage Fanclub,Glasgow,,0,Creation Records,1,1,False
Slowdive,Reading,The Boo Radleys,Liverpool,,0,Creation Records,1,1,False
Slowdive,Reading,The Jesus and Mary Chain,Glasgow,,0,Creation Records,1,1,False
Slowdive,Reading,shame,London,,0,Dead Oceans,1,1,False
Small Faces,London,Ten Years After,Nottingham,,0,Decca,1,1,False
Small Faces,London,The Crazy World Of Arthur Brown,London,,0,Atlantic Records,1,1,True
Small Faces,London,The Darkness,Ipswich,,0,Atlantic Records,1,1,False
Small Faces,London,The Joy Formidable,Cheshire West and Chester,,0,Atlantic Records,1,1,False
Small Faces,London,The Moody Blues,Birmingham,,0,Decca,1,1,False
Small Faces,London,The Staves,London,,0,Atlantic Records,1,1,True
Small Faces,London,The Streets,Birmingham,,0,Atlantic Records,1,1,False
Small Faces,London,The Yardbirds,London,,0,Charly Records,1,1,True
Small Faces,London,The Zombies,London,,0,Decca,1,1,True
Small Faces,London,Them,Belfast,,0,Decca,1,1,False
Small Faces,London,Wishbone Ash,Torbay,,0,Decca,1,1,False
Small Faces,London,Yes,London,,0,Atlantic Records,1,1,True
Small Faces,London,Zero 7,London,,0,Atlantic Records,1,1,True
Small Faces,London,alt-J,Leeds,,0,Atlantic Records,1,1,False
Smokie,Leeds,The Vibrators,London,,0,RAK,1,1,False
Snow Patrol,Dundee City,Spector,London,,0,Fiction Records,1,1,False
Snow Patrol,Dundee City,The Associates,Dundee City,,0,Fiction Records,1,1,True
Snow Patrol,Dundee City,The Big Moon,London,,0,Fiction Records,1,1,False
Snow Patrol,Dundee City,The Cure,Crawley,,0,Fiction Records,1,1,False
Snow Patrol,Dundee City,The Duke Spirit,London,,0,Fiction Records,1,1,False
Snow Patrol,Dundee City,The Maccabees,London,,0,Fiction Records,1,1,False
Snow Patrol,Dundee City,White Lies,London,,0,Fiction Records,1,1,False
Space,Liverpool,Uniting Nations,Liverpool,,0,Gut Records,1,1,True
Spandau Ballet,London,Steeleye Span,London,,0,Chrysalis Records,1,1,True
Spandau Ballet,London,Super Furry Animals,Cardiff,,0,Epic Records,1,1,False
Spandau Ballet,London,Supertramp,London,,0,Chrysalis Records,1,1,True
Spandau Ballet,London,Tears For Fears,Bath and North East Somerset,,0,Epic Records,1,1,False
Spandau Ballet,London,Ten Years After,Nottingham,,0,Chrysalis Records,1,1,False
Spandau Ballet,London,The Colourfield,Coventry,,0,Chrysalis Records,1,1,False
Spandau Ballet,London,The Dave Clark Five,London,,0,Epic Records,1,1,True
Spandau Ballet,London,The Hollies,Manchester,,0,Epic Records,1,1,False
Spandau Ballet,London,The Specials,Coventry,,0,Chrysalis Records,1,1,False
Spandau Ballet,London,The Stranglers,Guildford,,0,Epic Records,1,1,False
Spandau Ballet,London,The Vibrators,London,,0,Epic Records,1,1,True
Spandau Ballet,London,Travis,Glasgow,,0,Epic Records,1,1,False
Spandau Ballet,London,UFO,London,,0,Chrysalis Records,1,1,True
Spandau Ballet,London,Uriah Heep,London,,0,Chrysalis Records,1,1,True
Spandau Ballet,London,Wham!,London,,0,Epic Records,1,1,True
Spandau Ballet,London,World Party,London,,0,Chrysalis Records,1,1,True
Spandau Ballet,London,lostprophets,Cardiff,,0,Epic Records,1,1,False
Spector,London,The Associates,Dundee City,,0,Fiction Records,1,1,False
Spector,London,The Big Moon,London,,0,Fiction Records,1,1,True
Spector,London,The Cure,Crawley,,0,Fiction Records,1,1,False
Spector,London,The Duke Spirit,London,,0,Fiction Records,1,1,True
Spector,London,The Maccabees,London,,0,Fiction Records,1,1,True
Spector,London,White Lies,London,,0,Fiction Records,1,1,True
Spice Girls,London,Supergrass,Oxford,,0,EMI,1,1,False
Spice Girls,London,Talk Talk,London,,0,EMI,1,1,True
Spice Girls,London,Terrorvision,Leeds,,0,EMI,1,1,False
Spice Girls,London,The Escape Club,London,,0,EMI,1,1,True
Spice Girls,London,The Kooks,Brighton and Hove,,0,Virgin Records,1,1,False
Spice Girls,London,The Lightning Seeds,Liverpool,,0,Virgin Records,1,1,False
Spice Girls,London,The Magic Numbers,London,,0,EMI,1,1,True
Spice Girls,London,The Quireboys,London,,0,EMI,1,1,True
Spice Girls,London,The Rolling Stones,London,,0,Virgin Records,1,1,True
Spice Girls,London,The Shapeshifters,London,,0,EMI,1,1,True
Spice Girls,London,The Specials,Coventry,,0,Virgin Records,1,1,False
Spice Girls,London,The Stranglers,Guildford,,0,EMI,1,1,False
Spice Girls,London,The Verve,Manchester,,0,EMI,1,1,False
Spice Girls,London,Wizzard,Birmingham,,0,EMI,1,1,False
Spice Girls,London,XTC,Swindon,,0,Virgin Records,1,1,False
Spice Girls,London,You Me At Six,London,,0,Virgin Records,1,1,True
Spiritualized,Coventry,T. Rex,London,,0,Fat Possum Records,1,1,False
Spiritualized,Coventry,The Wytches,Peterborough,,0,Fat Possum Records,1,1,False
Spiritualized,Coventry,Yuck,London,,0,Fat Possum Records,1,1,False
Squeeze,London,Stealers Wheel,Glasgow,,0,A&M Records,1,1,False
Squeeze,London,Supertramp,London,,0,A&M Records,1,1,True
Squeeze,London,The Animals,Newcastle,,0,I.R.S. Records,1,1,False
Squeeze,London,The Damned,London,,0,I.R.S. Records,1,1,True
Squeeze,London,The Fall,Manchester,,0,I.R.S. Records,1,1,False
Squeeze,London,The Human League,Sheffield,,0,A&M Records,1,1,False
Squeeze,London,The Police,London,,0,A&M Records,1,1,True
Squeeze,London,UB40,Birmingham,,0,A&M Records,1,1,False
Squeeze,London,Wishbone Ash,Torbay,,0,I.R.S. Records,1,1,False
Starsailor,Manchester,Supergrass,Oxford,,0,EMI,1,1,False
Starsailor,Manchester,Talk Talk,London,,0,EMI,1,1,False
Starsailor,Manchester,Terrorvision,Leeds,,0,EMI,1,1,False
Starsailor,Manchester,The Escape Club,London,,0,EMI,1,1,False
Starsailor,Manchester,The Kooks,Brighton and Hove,,0,Virgin Records,1,1,False
Starsailor,Manchester,The Lightning Seeds,Liverpool,,0,Virgin Records,1,1,False
Starsailor,Manchester,The Magic Numbers,London,,0,EMI,1,1,False
Starsailor,Manchester,The Quireboys,London,,0,EMI,1,1,False
Starsailor,Manchester,The Rolling Stones,London,,0,Virgin Records,1,1,False
Starsailor,Manchester,The Shapeshifters,London,,0,EMI,1,1,False
Starsailor,Manchester,The Specials,Coventry,,0,Virgin Records,1,1,False
Starsailor,Manchester,The Stranglers,Guildford,,0,EMI,1,1,False
Starsailor,Manchester,The Verve,Manchester,,0,EMI,1,1,True
Starsailor,Manchester,Wizzard,Birmingham,,0,EMI,1,1,False
Starsailor,Manchester,XTC,Swindon,,0,Virgin Records,1,1,False
Starsailor,Manchester,You Me At Six,London,,0,Virgin Records,1,1,False
Stateless,Leeds,The Herbaliser,London,,0,Ninja Tune,1,1,False
Stateless,Leeds,The Qemists,Brighton and Hove,,0,Ninja Tune,1,1,False
Stateless,Leeds,Young Fathers,Edinburgh,,0,Ninja Tune,1,1,False
Status Quo,London,Sweet Sensation,Manchester,,0,Pye Records,1,1,False
Status Quo,London,The Foundations,London,,0,Pye Records,1,1,True
Status Quo,London,The Kinks,London,,0,Pye Records,1,1,True
Status Quo,London,The Real Thing,Liverpool,,0,Pye Records,1,1,False
Status Quo,London,The Searchers,Liverpool,,0,Pye Records,1,1,False
Stealers Wheel,Glasgow,Supertramp,London,,0,A&M Records,1,1,False
Stealers Wheel,Glasgow,The Human League,Sheffield,,0,A&M Records,1,1,False
Stealers Wheel,Glasgow,The Police,London,,0,A&M Records,1,1,False
Stealers Wheel,Glasgow,UB40,Birmingham,,0,A&M Records,1,1,False
Stealing Sheep,Liverpool,The Wytches,Peterborough,,0,Heavenly Recordings,1,1,False
Steel Pulse,Birmingham,Sugababes,London,,0,Island Records,1,1,False
Steel Pulse,Birmingham,The Buggles,London,,0,Island Records,1,1,False
Steel Pulse,Birmingham,The Fratellis,Glasgow,,0,Island Records,1,1,False
Steel Pulse,Birmingham,The Incredible String Band,Edinburgh,,0,Island Records,1,1,False
Steel Pulse,Birmingham,The Orb,London,,0,Island Records,1,1,False
